,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
99,99,99,99,SPal,2021-01-25,Performance,"It's performance has no issue except wireless display / cast from mobile. It has no bluetooth feature. Overall satisfactory, timely installation service.",0,4,"it's performance has no issue except wireless display / cast from mobile. it has no bluetooth feature. overall satisfactory, timely installation service.",its performance has no issue except wireless display  cast from mobile it has no bluetooth feature overall satisfactory timely installation service,performance issue except wireless display cast mobile bluetooth feature overall satisfactory timely installation service,0,0,0
100,100,100,100,Rajesh,2020-12-31,Great product in this price,Had to wait like 3 days for the samsung service guys to arrive. They said if i want warranty i shouldnt unbox it myself... well,0,5,had to wait like 3 days for the samsung service guys to arrive. they said if i want warranty i shouldnt unbox it myself... well,had to wait like 3 days for the samsung service guys to arrive they said if i want warranty i shouldnt unbox it myself well,wait like 3 days samsung service guys arrive said want warranty shouldnt unbox well,0,0,0
101,101,101,101,Jayaram ..,2021-05-31,Best TV in its class. Value for money. Many features.,Nice look. Light weight. Easy tooperate Remote control hand set.Good picture quality. Smartfeatures. Delivered with outdamage.,0,4,nice look. light weight. easy tooperate remote control hand set.good picture quality. smartfeatures. delivered with outdamage.,nice look light weight easy tooperate remote control hand setgood picture quality smartfeatures delivered with outdamage,nice look light weight easy tooperate remote control hand setgood picture quality smartfeatures delivered outdamage,1,1,1
102,102,102,102,SS,2021-09-01,Wonderful wondertainment,Amazing product from Samsung. Has inbuilt apple tv. Those using iphone and ipad can easily airplay. Works for android phones too. We bought the one that has bluetooth. Connects well with wireless speakers and pods. We bought a second tv of this series. Truly smart!,0,5,amazing product from samsung. has inbuilt apple tv. those using iphone and ipad can easily airplay. works for android phones too. we bought the one that has bluetooth. connects well with wireless speakers and pods. we bought a second tv of this series. truly smart!,amazing product from samsung has inbuilt apple tv those using iphone and ipad can easily airplay works for android phones too we bought the one that has bluetooth connects well with wireless speakers and pods we bought a second tv of this series truly smart,amazing product samsung inbuilt apple tv using iphone ipad easily airplay works android phones bought one bluetooth connects well wireless speakers pods bought second tv series truly smart,1,1,1
103,103,103,103,Nischita,2021-04-15,Good product to buy...,Its decent enough for the price... especially happy about the Base the tv gas compared to other brands. It's been 6 months and I am satisfied with the product...,0,5,its decent enough for the price... especially happy about the base the tv gas compared to other brands. it's been 6 months and i am satisfied with the product...,its decent enough for the price especially happy about the base the tv gas compared to other brands its been 6 months and i am satisfied with the product,decent enough price especially happy base tv gas compared brands 6 months satisfied product,1,1,1
104,104,104,104,Ashlin Kumar,2021-03-22,Superb,"Tv is superb, you won't get any other or brand TVs like Samsung from outside. Just buy this tv don't need to check any more. Just click buy",0,5,"tv is superb, you won't get any other or brand tvs like samsung from outside. just buy this tv don't need to check any more. just click buy",tv is superb you wont get any other or brand tvs like samsung from outside just buy this tv dont need to check any more just click buy,tv superb wont get brand tvs like samsung outside buy tv dont need check click buy,0,0,0
105,105,105,105,Ronit,2020-06-26,Value for money,"Most affordable smart TV by Samsung.Netflix, Prime, Zee5, YouTube and morePaid only 14,000/-",2,5,"most affordable smart tv by samsung.netflix, prime, zee5, youtube and morepaid only 14,000/-",most affordable smart tv by samsungnetflix prime zee5 youtube and morepaid only 14000,affordable smart tv samsungnetflix prime zee5 youtube morepaid 14000,1,0,1
106,106,106,106,Vinci,2020-10-02,Nice one to buy,I brought this (2nd Samsung Smart TV in my house) for my mother’s room and she likes it very much. Extremely happy that I selected this TV for its great screen and voice features although Mom does not use the smart features.,0,5,i brought this (2nd samsung smart tv in my house) for my mother’s room and she likes it very much. extremely happy that i selected this tv for its great screen and voice features although mom does not use the smart features.,i brought this 2nd samsung smart tv in my house for my mother’s room and she likes it very much extremely happy that i selected this tv for its great screen and voice features although mom does not use the smart features,brought 2nd samsung smart tv house mother’s room likes much extremely happy selected tv great screen voice features although mom use smart features,1,1,1
107,107,107,107,Deepak Gupta,2020-11-01,awesome experience,"Awesome experience, it is very profitable to buy online TV.very satisfy after buying it.good picture quality, good sound, connectivity also goodinstallation person was very polite and very cooperative.overall this TV is good in 32 inch screen TVs.and amazon online delivery is best.",0,5,"awesome experience, it is very profitable to buy online tv.very satisfy after buying it.good picture quality, good sound, connectivity also goodinstallation person was very polite and very cooperative.overall this tv is good in 32 inch screen tvs.and amazon online delivery is best.",awesome experience it is very profitable to buy online tvvery satisfy after buying itgood picture quality good sound connectivity also goodinstallation person was very polite and very cooperativeoverall this tv is good in 32 inch screen tvsand amazon online delivery is best,awesome experience profitable buy online tvvery satisfy buying itgood picture quality good sound connectivity also goodinstallation person polite cooperativeoverall tv good 32 inch screen tvsand amazon online delivery best,1,1,1
108,108,108,108,Amazon Customer,2021-03-15,Screen casting and remote controll,"Good sound and good picture  quality , but screen casting is not proper (very slow ) _ remote controll working slow ,  all other features are good ,good delivary thank you amazon .Good service persons in cochi ,kerala . verry nice to deal ...",0,5,"good sound and good picture  quality , but screen casting is not proper (very slow ) _ remote controll working slow ,  all other features are good ,good delivary thank you amazon .good service persons in cochi ,kerala . verry nice to deal ...",good sound and good picture  quality  but screen casting is not proper very slow   remote controll working slow   all other features are good good delivary thank you amazon good service persons in cochi kerala  verry nice to deal ,good sound good picture quality screen casting proper slow remote controll working slow features good good delivary thank amazon good service persons cochi kerala verry nice deal,1,1,1
109,109,109,109,sheo kumar lal,2020-11-20,Superb smart TV,"Picture quality-good. Sound quality-good. Smart features- good. Mobile casting -good.All features in price of about 13k, amazing.",0,5,"picture quality-good. sound quality-good. smart features- good. mobile casting -good.all features in price of about 13k, amazing.",picture qualitygood sound qualitygood smart features good mobile casting goodall features in price of about 13k amazing,picture qualitygood sound qualitygood smart features good mobile casting goodall features price 13k amazing,1,1,1
110,110,110,110,Rahul Noulia,2021-08-01,JUST GO FOR IT,Writing this review after 1 year of use wonderful performance and OS is also awesome with this price point . If your are looking Good brand smart TV then you can consider this product from sumsung.Thanks,0,5,writing this review after 1 year of use wonderful performance and os is also awesome with this price point . if your are looking good brand smart tv then you can consider this product from sumsung.thanks,writing this review after 1 year of use wonderful performance and os is also awesome with this price point  if your are looking good brand smart tv then you can consider this product from sumsungthanks,writing review 1 year use wonderful performance os also awesome price point looking good brand smart tv consider product sumsungthanks,1,1,1
111,111,111,111,Anupam Rudra,2021-05-23,Very Nice product with a sweet smart remote.,I am totally happy with the product. I have purchased it on 6.5.2021 got the delivery on 14.5.2021. Finally on 23.5.2021 I got my TV installation. I am happy with the sound quality and smart things available with this device.,0,5,i am totally happy with the product. i have purchased it on 6.5.2021 got the delivery on 14.5.2021. finally on 23.5.2021 i got my tv installation. i am happy with the sound quality and smart things available with this device.,i am totally happy with the product i have purchased it on 652021 got the delivery on 1452021 finally on 2352021 i got my tv installation i am happy with the sound quality and smart things available with this device,totally happy product purchased 652021 got delivery 1452021 finally 2352021 got tv installation happy sound quality smart things available device,1,1,1
112,112,112,112,Rahul,2021-07-28,Samsung keep it up.,Justified it's price.Voice recognition works well.1080p tv so don't expect much.Smart futures like connectivity via wifi Bluetooth etc working smoothly.Go for it.,0,4,justified it's price.voice recognition works well.1080p tv so don't expect much.smart futures like connectivity via wifi bluetooth etc working smoothly.go for it.,justified its pricevoice recognition works well1080p tv so dont expect muchsmart futures like connectivity via wifi bluetooth etc working smoothlygo for it,justified pricevoice recognition works well1080p tv dont expect muchsmart futures like connectivity via wifi bluetooth etc working smoothlygo,1,0,1
113,113,113,113,Sumita Iyer,2021-05-04,Good for the price range,I like everything about this TV set. Sound clarity and picture quality are the best for this price range. It is not a HD TV but a HD ready.. it's quite good,1,5,i like everything about this tv set. sound clarity and picture quality are the best for this price range. it is not a hd tv but a hd ready.. it's quite good,i like everything about this tv set sound clarity and picture quality are the best for this price range it is not a hd tv but a hd ready its quite good,like everything tv set sound clarity picture quality best price range hd tv hd ready quite good,1,1,1
114,114,114,114,Kumar Rohit Raj,2020-09-12,Best product in its price range,Its the best product in this price range with a lots of useful features.Best part is the screen mirroring and the Sound quality of this television. I am very satisfied with this product.Thanks Samsung and thanks Amazon for a great product of my need.,0,4,its the best product in this price range with a lots of useful features.best part is the screen mirroring and the sound quality of this television. i am very satisfied with this product.thanks samsung and thanks amazon for a great product of my need.,its the best product in this price range with a lots of useful featuresbest part is the screen mirroring and the sound quality of this television i am very satisfied with this productthanks samsung and thanks amazon for a great product of my need,best product price range lots useful featuresbest part screen mirroring sound quality television satisfied productthanks samsung thanks amazon great product need,1,1,1
115,115,115,115,Prabhu Nath Sharma,2020-10-17,Good Product,"I have using this TV from last 3day and it's feel good, sound quality, picture quality very good and very updated features.",2,4,"i have using this tv from last 3day and it's feel good, sound quality, picture quality very good and very updated features.",i have using this tv from last 3day and its feel good sound quality picture quality very good and very updated features,using tv last 3day feel good sound quality picture quality good updated features,1,0,1
116,116,116,116,Kishore,2020-08-19,Say no to mi buy only samsung...,"In this price I can buy mi 50 inch Android tv, but I didn't buy it.Samsung plz establish your companies in India and sell everywhere.Make In India....",2,5,"in this price i can buy mi 50 inch android tv, but i didn't buy it.samsung plz establish your companies in india and sell everywhere.make in india....",in this price i can buy mi 50 inch android tv but i didnt buy itsamsung plz establish your companies in india and sell everywheremake in india,price buy mi 50 inch android tv didnt buy itsamsung plz establish companies india sell everywheremake india,0,0,0
117,117,117,117,Aman Hossain,2020-11-10,Go for it guys!,"Was a bit skeptical at first about buying a tv online. However, everything went smoothly. Installation process was hassle free and the installation guy was very polite and courteous. Explained everything very nicely. The packaging n everything was also nice. Thankyou Amazon.",0,5,"was a bit skeptical at first about buying a tv online. however, everything went smoothly. installation process was hassle free and the installation guy was very polite and courteous. explained everything very nicely. the packaging n everything was also nice. thankyou amazon.",was a bit skeptical at first about buying a tv online however everything went smoothly installation process was hassle free and the installation guy was very polite and courteous explained everything very nicely the packaging n everything was also nice thankyou amazon,bit skeptical first buying tv online however everything went smoothly installation process hassle free installation guy polite courteous explained everything nicely packaging n everything also nice thankyou amazon,1,1,1
118,118,118,118,Sahil,2020-11-14,Samsung 32 inch smart LED TV,"The Samsung brand value is only to fake people'mind .. the viewing angle is worst !! Display quality is also not so good as per the price .. many try to connect with my smartphone..  In these range you can go with other brand like oneplus , MI , realme ! But don't go for samsung..Samsung is just making fool ..",0,4,"the samsung brand value is only to fake people'mind .. the viewing angle is worst !! display quality is also not so good as per the price .. many try to connect with my smartphone..  in these range you can go with other brand like oneplus , mi , realme ! but don't go for samsung..samsung is just making fool ..",the samsung brand value is only to fake peoplemind  the viewing angle is worst  display quality is also not so good as per the price  many try to connect with my smartphone  in these range you can go with other brand like oneplus  mi  realme  but dont go for samsungsamsung is just making fool ,samsung brand value fake peoplemind viewing angle worst display quality also good per price many try connect smartphone range go brand like oneplus mi realme dont go samsungsamsung making fool,0,0,0
119,119,119,119,Anwaar Ahmed,2021-02-19,Overall good product,Picture quality is goodSound could have been BetterVoice assistant is stupid and none responsiveSoftware interface is very slow,0,4,picture quality is goodsound could have been bettervoice assistant is stupid and none responsivesoftware interface is very slow,picture quality is goodsound could have been bettervoice assistant is stupid and none responsivesoftware interface is very slow,picture quality goodsound could bettervoice assistant stupid none responsivesoftware interface slow,0,0,0
120,120,120,120,Sammy,2021-06-07,Quality as per the price.,Good picture quality. Sound quality also very good. Expected more crisp images and better resolution. Forgot that it is not a 4k tv.,0,4,good picture quality. sound quality also very good. expected more crisp images and better resolution. forgot that it is not a 4k tv.,good picture quality sound quality also very good expected more crisp images and better resolution forgot that it is not a 4k tv,good picture quality sound quality also good expected crisp images better resolution forgot 4k tv,1,0,1
121,121,121,121,Jahangir Hossain,2021-08-18,Works very smoothly,"It's is very cool product. It's works very smoothly. It not takes so much time for booting. Picture quality and sound quality are also pretty good. Wifi and Bluetooth connection are also there, so there is no problem for connect your device with your smart tv. Overall my  experience is too good.",0,5,"it's is very cool product. it's works very smoothly. it not takes so much time for booting. picture quality and sound quality are also pretty good. wifi and bluetooth connection are also there, so there is no problem for connect your device with your smart tv. overall my  experience is too good.",its is very cool product its works very smoothly it not takes so much time for booting picture quality and sound quality are also pretty good wifi and bluetooth connection are also there so there is no problem for connect your device with your smart tv overall my  experience is too good,cool product works smoothly takes much time booting picture quality sound quality also pretty good wifi bluetooth connection also problem connect device smart tv overall experience good,1,1,1
122,122,122,122,Nikhil Fernandes,2020-10-20,The right amount of smart,"If you're someone who wants basic smart tv features like YouTube, Netflix, prime, hotstar etc and don't care much about other over the top extravaganza of an android TV, then this TV is for you!",0,5,"if you're someone who wants basic smart tv features like youtube, netflix, prime, hotstar etc and don't care much about other over the top extravaganza of an android tv, then this tv is for you!",if youre someone who wants basic smart tv features like youtube netflix prime hotstar etc and dont care much about other over the top extravaganza of an android tv then this tv is for you,youre someone wants basic smart tv features like youtube netflix prime hotstar etc dont care much top extravaganza android tv tv,0,0,0
123,123,123,123,Parag Rane,2020-11-05,Great & trusted product at reasonable cost.,Product is excellent. But if Samsung adds Google Play  and other google features it will be added advantage. Sound quality is superb. Picture quality is crystal clear. But the in built Samsung app center us having limited options to download. Need to expand the options as per user.,0,5,product is excellent. but if samsung adds google play  and other google features it will be added advantage. sound quality is superb. picture quality is crystal clear. but the in built samsung app center us having limited options to download. need to expand the options as per user.,product is excellent but if samsung adds google play  and other google features it will be added advantage sound quality is superb picture quality is crystal clear but the in built samsung app center us having limited options to download need to expand the options as per user,product excellent samsung adds google play google features added advantage sound quality superb picture quality crystal clear built samsung app center us limited options download need expand options per user,1,1,1
124,124,124,124,AKSHAJA,2020-12-18,VERY GOOD,Sound is super picture quality good in this price I dint expected morw,1,5,sound is super picture quality good in this price i dint expected morw,sound is super picture quality good in this price i dint expected morw,sound super picture quality good price dint expected morw,0,1,0
125,125,125,125,Gangesh Tiwari,2020-10-16,All good go for it...,I've been using it since  last 3 months ... samsung is samsung name is enough far better than Chinese products,1,5,i've been using it since  last 3 months ... samsung is samsung name is enough far better than chinese products,ive been using it since  last 3 months  samsung is samsung name is enough far better than chinese products,ive using since last 3 months samsung samsung name enough far better chinese products,1,0,0
126,126,126,126,Rima Basu,2021-02-21,Brilliant smart TV,"A smart TV within budget with all amazing features, sounds and picture quality is so good. All rounder one",1,5,"a smart tv within budget with all amazing features, sounds and picture quality is so good. all rounder one",a smart tv within budget with all amazing features sounds and picture quality is so good all rounder one,smart tv within budget amazing features sounds picture quality good rounder one,1,1,1
127,127,127,127,GAGAN MEHRA,2020-11-18,Nice Product 👍,Reached on time and installation done nicely on 2nd day. Best viewing experience and Super quality by Samsung.,0,5,reached on time and installation done nicely on 2nd day. best viewing experience and super quality by samsung.,reached on time and installation done nicely on 2nd day best viewing experience and super quality by samsung,reached time installation done nicely 2nd day best viewing experience super quality samsung,1,0,1
128,128,128,128,Praveen kumar,2021-08-27,Good job off installation person,"Your browser does not support HTML5 video.
        
  Good picture quality and sound quality is awesome.good behavior of delevery person .and very good support of installation person. All is good.",0,5,"your browser does not support html5 video.
        
  good picture quality and sound quality is awesome.good behavior of delevery person .and very good support of installation person. all is good.","your browser does not support html5 video
        
  good picture quality and sound quality is awesomegood behavior of delevery person and very good support of installation person all is good",browser support html5 video good picture quality sound quality awesomegood behavior delevery person good support installation person good,0,0,0
129,129,129,129,Pooja Arya,2020-10-21,Happy😊,In my opinion picture quality is very best and sound quality is also very good . So without any hesitation bought this tv at very reasonable price,1,4,in my opinion picture quality is very best and sound quality is also very good . so without any hesitation bought this tv at very reasonable price,in my opinion picture quality is very best and sound quality is also very good  so without any hesitation bought this tv at very reasonable price,opinion picture quality best sound quality also good without hesitation bought tv reasonable price,1,1,1
130,130,130,130,Amol paithane,2021-07-21,Samsung tv,"Picture and sound quality is good. Even in the absence of Android, Samsung has well customised the user interface with Tizen software. Minimalistic design and operation of remote is good and easy to operate. Brand has completed the installation within 24 hrs of delivery.",0,5,"picture and sound quality is good. even in the absence of android, samsung has well customised the user interface with tizen software. minimalistic design and operation of remote is good and easy to operate. brand has completed the installation within 24 hrs of delivery.",picture and sound quality is good even in the absence of android samsung has well customised the user interface with tizen software minimalistic design and operation of remote is good and easy to operate brand has completed the installation within 24 hrs of delivery,picture sound quality good even absence android samsung well customised user interface tizen software minimalistic design operation remote good easy operate brand completed installation within 24 hrs delivery,0,1,0
131,131,131,131,User,2020-10-16,Amazing Product,"Really it’s amazing product, the quality and sound was very good.Amazon Delivary and samsung installation was very professional.It’s worth to buy.",1,5,"really it’s amazing product, the quality and sound was very good.amazon delivary and samsung installation was very professional.it’s worth to buy.",really it’s amazing product the quality and sound was very goodamazon delivary and samsung installation was very professionalit’s worth to buy,really it’s amazing product quality sound goodamazon delivary samsung installation professionalit’s worth buy,1,0,1
132,132,132,132,Suraj Kumar Chavadi,2020-12-13,Worth buying,"It's very nice product by samsung, picture and sound quality is very nice. Looks very cool and compact. I'm very happy with the quality of the picture... recommend to buy this product",0,5,"it's very nice product by samsung, picture and sound quality is very nice. looks very cool and compact. i'm very happy with the quality of the picture... recommend to buy this product",its very nice product by samsung picture and sound quality is very nice looks very cool and compact im very happy with the quality of the picture recommend to buy this product,nice product samsung picture sound quality nice looks cool compact im happy quality picture recommend buy product,1,1,1
133,133,133,133,ARNAB PATRA,2021-02-18,Best tv at this price,"Good product. Customer service is good. Display is better than Mi tv, realme tv, one plus tv, but Sony displays is best among the lot. Sound is more than enough for a big room.Looks - 4.5/5Display - 4/5Sound - 5/5Connectivity - 4/5",0,5,"good product. customer service is good. display is better than mi tv, realme tv, one plus tv, but sony displays is best among the lot. sound is more than enough for a big room.looks - 4.5/5display - 4/5sound - 5/5connectivity - 4/5",good product customer service is good display is better than mi tv realme tv one plus tv but sony displays is best among the lot sound is more than enough for a big roomlooks  455display  45sound  55connectivity  45,good product customer service good display better mi tv realme tv one plus tv sony displays best among lot sound enough big roomlooks 455display 45sound 55connectivity 45,1,0,1
134,134,134,134,Jayabharathy,2020-09-19,Excellent picture quality and good mode of delivery,Picture quality and voice recognition is excellent. Prompt delivery with good care and no damages .  Highly satisfied .,0,5,picture quality and voice recognition is excellent. prompt delivery with good care and no damages .  highly satisfied .,picture quality and voice recognition is excellent prompt delivery with good care and no damages   highly satisfied ,picture quality voice recognition excellent prompt delivery good care damages highly satisfied,1,1,1
135,135,135,135,Narinder,2021-05-29,Airplay!!!!!!!!,"Its a Amazing TV it has apple tv And SUPPORTS AIRPLAY!!!!!!!!!!! you can screen mirror You iphone to the TV ,",1,5,"its a amazing tv it has apple tv and supports airplay!!!!!!!!!!! you can screen mirror you iphone to the tv ,",its a amazing tv it has apple tv and supports airplay you can screen mirror you iphone to the tv ,amazing tv apple tv supports airplay screen mirror iphone tv,1,1,1
136,136,136,136,Advaita,2020-12-02,Good Budget Smart TV,"The TV is really good for the price! The picture quality is amazing, the user interface is very easy, very easy to download new apps as well.",0,5,"the tv is really good for the price! the picture quality is amazing, the user interface is very easy, very easy to download new apps as well.",the tv is really good for the price the picture quality is amazing the user interface is very easy very easy to download new apps as well,tv really good price picture quality amazing user interface easy easy download new apps well,1,1,1
137,137,137,137,SABBY MADAAN,2020-11-02,It's original,Amazing tv. First thought it wasn't real samsung and just a duplicate but when it came it was original. Amazing tv under 18k. All binge apps included and screen mirroring is really great. It was really a nice purchase.,0,4,amazing tv. first thought it wasn't real samsung and just a duplicate but when it came it was original. amazing tv under 18k. all binge apps included and screen mirroring is really great. it was really a nice purchase.,amazing tv first thought it wasnt real samsung and just a duplicate but when it came it was original amazing tv under 18k all binge apps included and screen mirroring is really great it was really a nice purchase,amazing tv first thought wasnt real samsung duplicate came original amazing tv 18k binge apps included screen mirroring really great really nice purchase,1,1,1
138,138,138,138,Biju p,2020-11-18,Recommended product,"Good quality picture,Good service after salesSpecial thanks to amazon for discount and early shipment.",0,5,"good quality picture,good service after salesspecial thanks to amazon for discount and early shipment.",good quality picturegood service after salesspecial thanks to amazon for discount and early shipment,good quality picturegood service salesspecial thanks amazon discount early shipment,1,0,1
139,139,139,139,Shalu Saxena,2020-09-19,Superb,"Good quality TV, excellent picture quality, remote control is also controlled by voice, sound quality is also good, You can't install other apps of your choice like hotstar, it's a drawback. Apps choice is limited,",0,5,"good quality tv, excellent picture quality, remote control is also controlled by voice, sound quality is also good, you can't install other apps of your choice like hotstar, it's a drawback. apps choice is limited,",good quality tv excellent picture quality remote control is also controlled by voice sound quality is also good you cant install other apps of your choice like hotstar its a drawback apps choice is limited,good quality tv excellent picture quality remote control also controlled voice sound quality also good cant install apps choice like hotstar drawback apps choice limited,1,1,1
140,140,140,140,Sebastian Joseph,2021-03-22,No Bluetooth,Overall good..There is no Bluetooth in this model. That's is the only problem.,2,4,overall good..there is no bluetooth in this model. that's is the only problem.,overall goodthere is no bluetooth in this model thats is the only problem,overall goodthere bluetooth model thats problem,0,0,0
141,141,141,141,Jitendra,2020-11-08,Good product,It's a very good product and specially not made in china product at last.,1,5,it's a very good product and specially not made in china product at last.,its a very good product and specially not made in china product at last,good product specially made china product last,0,0,0
142,142,142,142,Sayed Imran,2021-05-24,Best affordable,"I bought this TV before 4 months, got it for around 16k.Picture quality and audio quality is great, this TV has good brightness and good colors,In a budget segment this is value for money.OS is ok you can't expect much but it responds quick.",0,5,"i bought this tv before 4 months, got it for around 16k.picture quality and audio quality is great, this tv has good brightness and good colors,in a budget segment this is value for money.os is ok you can't expect much but it responds quick.",i bought this tv before 4 months got it for around 16kpicture quality and audio quality is great this tv has good brightness and good colorsin a budget segment this is value for moneyos is ok you cant expect much but it responds quick,bought tv 4 months got around 16kpicture quality audio quality great tv good brightness good colorsin budget segment value moneyos ok cant expect much responds quick,1,1,1
143,143,143,143,"AGK, Goa",2020-08-18,Prompt installation by Samsung rep.,"Good quality picture, sound. Samsung rep installed TV very next day of delivery by Amazon. Very good service.",0,5,"good quality picture, sound. samsung rep installed tv very next day of delivery by amazon. very good service.",good quality picture sound samsung rep installed tv very next day of delivery by amazon very good service,good quality picture sound samsung rep installed tv next day delivery amazon good service,0,0,0
144,144,144,144,Rakesh Ranga,2021-05-18,Sound and picture quality is good,"Good picture quality of TV with smart TV function , easy to use or switch for all ( kids as well) sound is very good 👍 , only installation takes too many days,  Amazon need to improve service here.",0,4,"good picture quality of tv with smart tv function , easy to use or switch for all ( kids as well) sound is very good 👍 , only installation takes too many days,  amazon need to improve service here.",good picture quality of tv with smart tv function  easy to use or switch for all  kids as well sound is very good 👍  only installation takes too many days  amazon need to improve service here,good picture quality tv smart tv function easy use switch kids well sound good 👍 installation takes many days amazon need improve service,1,1,1
145,145,145,145,Amazon Customer,2020-11-12,Overall ok,Good but price more or same in vasanth and co shop no difference what will be the reason to buy online? For installation and demo samsung service person delayed after delivery 4 days,0,4,good but price more or same in vasanth and co shop no difference what will be the reason to buy online? for installation and demo samsung service person delayed after delivery 4 days,good but price more or same in vasanth and co shop no difference what will be the reason to buy online for installation and demo samsung service person delayed after delivery 4 days,good price vasanth co shop difference reason buy online installation demo samsung service person delayed delivery 4 days,0,0,0
146,146,146,146,Amit Chouhan,2020-09-26,Awesome product,"I bought this product on Amazon sale.  And it's worth price. Saler wrongly mentioned that it has bluetooth. Other than every information is correct.Nice product, awesome sournd quality and most of the apps are available .",0,5,"i bought this product on amazon sale.  and it's worth price. saler wrongly mentioned that it has bluetooth. other than every information is correct.nice product, awesome sournd quality and most of the apps are available .",i bought this product on amazon sale  and its worth price saler wrongly mentioned that it has bluetooth other than every information is correctnice product awesome sournd quality and most of the apps are available ,bought product amazon sale worth price saler wrongly mentioned bluetooth every information correctnice product awesome sournd quality apps available,1,1,1
147,147,147,147,Shamal,2020-11-04,Overall good. In budget with smart features,"First electronic purchase on online. Using since 15 days, overall good like features, quality, sound... Worth buy in discount period. Little have hang issue in starting, but now all ok. Its totally depend on your use. Happy with amazon shopping.",0,4,"first electronic purchase on online. using since 15 days, overall good like features, quality, sound... worth buy in discount period. little have hang issue in starting, but now all ok. its totally depend on your use. happy with amazon shopping.",first electronic purchase on online using since 15 days overall good like features quality sound worth buy in discount period little have hang issue in starting but now all ok its totally depend on your use happy with amazon shopping,first electronic purchase online using since 15 days overall good like features quality sound worth buy discount period little hang issue starting ok totally depend use happy amazon shopping,1,0,1
148,148,148,148,Amazon Customer,2020-08-15,Highly Satisfied!!  Don’t think twice before ordering!,-Excellent picture quality-Excellent sound-Excellent looks-Quality product,2,5,-excellent picture quality-excellent sound-excellent looks-quality product,excellent picture qualityexcellent soundexcellent looksquality product,excellent picture qualityexcellent soundexcellent looksquality product,1,1,1
149,149,149,149,Amazon Customer,2020-12-08,Ok for the price,The TV sound and picture quality are good. The remote does not have voice control. Ok for this price.,0,5,the tv sound and picture quality are good. the remote does not have voice control. ok for this price.,the tv sound and picture quality are good the remote does not have voice control ok for this price,tv sound picture quality good remote voice control ok price,0,0,0
150,150,150,150,R.R,2021-08-02,Medium,With in one year display show error but I have received display replacement,0,4,with in one year display show error but i have received display replacement,with in one year display show error but i have received display replacement,one year display show error received display replacement,0,0,0
151,151,151,151,Avinash k.,2020-12-17,superb TV with smart features,definitely go for it got free installation and wall mount sound is perfect and loudjukebox feature is good,0,5,definitely go for it got free installation and wall mount sound is perfect and loudjukebox feature is good,definitely go for it got free installation and wall mount sound is perfect and loudjukebox feature is good,definitely go got free installation wall mount sound perfect loudjukebox feature good,1,1,1
152,152,152,152,Mallesh pappu,2021-04-20,Wow😍,😍Wow,1,5,😍wow,😍wow,😍wow,1,0,1
153,153,153,153,Raja Das,2020-07-26,Good budjet TV,Good product in this budget range. quality and sound ok. We got free installation by Samsung after delivery.,0,4,good product in this budget range. quality and sound ok. we got free installation by samsung after delivery.,good product in this budget range quality and sound ok we got free installation by samsung after delivery,good product budget range quality sound ok got free installation samsung delivery,0,0,0
154,154,154,154,Subhajit saha,2021-07-03,"Miss Bluetooth, Aux cable feature is not available bt digital optical port is available.",Sound quality is good.Picture quality is also good.I think it would be great to have the Bluetooth connectivity with this television.,1,5,sound quality is good.picture quality is also good.i think it would be great to have the bluetooth connectivity with this television.,sound quality is goodpicture quality is also goodi think it would be great to have the bluetooth connectivity with this television,sound quality goodpicture quality also goodi think would great bluetooth connectivity television,0,0,0
155,155,155,155,Suraj singh,2020-08-04,v.good product,"very good product my order damaged but easily replacement♥️♥️♥️ an i think this support only 720p resolution but i see 1080p resolution. very good samsung products colours are very very good, i suggested for you this price is gpod product.  (Thanks Samsung's Team♥️)",0,5,"very good product my order damaged but easily replacement♥️♥️♥️ an i think this support only 720p resolution but i see 1080p resolution. very good samsung products colours are very very good, i suggested for you this price is gpod product.  (thanks samsung's team♥️)",very good product my order damaged but easily replacement♥️♥️♥️ an i think this support only 720p resolution but i see 1080p resolution very good samsung products colours are very very good i suggested for you this price is gpod product  thanks samsungs team♥️,good product order damaged easily replacement♥️♥️♥️ think support 720p resolution see 1080p resolution good samsung products colours good suggested price gpod product thanks samsungs team♥️,0,0,0
156,156,156,156,SURENDRA DANU,2020-10-01,We can trust on Samsung brand in quality!,Quality is superb nd sound is good. Installation done on same day of delivery. No comparison of Samsung brand with Chinese tv.,0,5,quality is superb nd sound is good. installation done on same day of delivery. no comparison of samsung brand with chinese tv.,quality is superb nd sound is good installation done on same day of delivery no comparison of samsung brand with chinese tv,quality superb nd sound good installation done day delivery comparison samsung brand chinese tv,0,0,0
157,157,157,157,S Saxena,2021-04-06,Good buy.,Smart features in a very competatuve price + cash back offer & amazom pay back costed lesser than display.,0,5,smart features in a very competatuve price + cash back offer & amazom pay back costed lesser than display.,smart features in a very competatuve price  cash back offer  amazom pay back costed lesser than display,smart features competatuve price cash back offer amazom pay back costed lesser display,0,0,0
