,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
29,29,29,29,Ameet,2020-08-06,Not accurate and not worth it,"I got versa 2 as gift from wife but here are list of my disappointe1) counting steps while driving2) hourly adding 250 steps wherein I have not moved from desk for 2 hrs but step count Increased.3) battery life id 4 days or less depending upon uses4) many software issue like notification not workingSuggestion before buy- read fitbit community forum to understand lots of issuesPlease please please don't buy this.
",2,1,"i got versa 2 as gift from wife but here are list of my disappointe1) counting steps while driving2) hourly adding 250 steps wherein i have not moved from desk for 2 hrs but step count increased.3) battery life id 4 days or less depending upon uses4) many software issue like notification not workingsuggestion before buy- read fitbit community forum to understand lots of issuesplease please please don't buy this.
","i got versa 2 as gift from wife but here are list of my disappointe1 counting steps while driving2 hourly adding 250 steps wherein i have not moved from desk for 2 hrs but step count increased3 battery life id 4 days or less depending upon uses4 many software issue like notification not workingsuggestion before buy read fitbit community forum to understand lots of issuesplease please please dont buy this
",got versa 2 gift wife list disappointe1 counting steps driving2 hourly adding 250 steps wherein moved desk 2 hrs step count increased3 battery life id 4 days less depending upon uses4 many software issue like notification workingsuggestion buy read fitbit community forum understand lots issuesplease please please dont buy,0,0,0
30,30,30,30,Amazon Customer,2021-08-09,1 Day Review with One plus 5,"Wonderful one day usage.Connects with one plus 5 well what is required is android devices above 8.App is good.I had to reinstall the app to connect the watch for the first timeSteps accuracy is best and while driving it doesn't count steps.Accuracy is best.Battery life not checkedApp is friendlyRequires patienceYouTube video was handy for me while first time installation.Go for it!
",1,4,"wonderful one day usage.connects with one plus 5 well what is required is android devices above 8.app is good.i had to reinstall the app to connect the watch for the first timesteps accuracy is best and while driving it doesn't count steps.accuracy is best.battery life not checkedapp is friendlyrequires patienceyoutube video was handy for me while first time installation.go for it!
","wonderful one day usageconnects with one plus 5 well what is required is android devices above 8app is goodi had to reinstall the app to connect the watch for the first timesteps accuracy is best and while driving it doesnt count stepsaccuracy is bestbattery life not checkedapp is friendlyrequires patienceyoutube video was handy for me while first time installationgo for it
",wonderful one day usageconnects one plus 5 well required android devices 8app goodi reinstall app connect watch first timesteps accuracy best driving doesnt count stepsaccuracy bestbattery life checkedapp friendlyrequires patienceyoutube video handy first time installationgo,0,0,0
31,31,31,31,Dominic,2019-12-05,Expensive Product - Less Value,"Fit bit heart rate stopped workingStep count skips while driving.Overall very dis satisfied for the money I have paid.
",5,1,"fit bit heart rate stopped workingstep count skips while driving.overall very dis satisfied for the money i have paid.
","fit bit heart rate stopped workingstep count skips while drivingoverall very dis satisfied for the money i have paid
",fit bit heart rate stopped workingstep count skips drivingoverall dis satisfied money paid,0,0,0
32,32,32,32,RK,2021-07-27,Fitbit - No Service Center,"Product is not at all good looking at after sales. There is no service center across India for Fitbit. If you end up with any issues with the device then you might have to just keep it aside and buy another one.Our Fitbit Versa 2 screen broke after 3 months of usage and we found that it's neither covered under warranty nor can be repaired. Only option is to buy another one.Disappointing !!! Better not buy a product which has no after sales support.
",1,1,"product is not at all good looking at after sales. there is no service center across india for fitbit. if you end up with any issues with the device then you might have to just keep it aside and buy another one.our fitbit versa 2 screen broke after 3 months of usage and we found that it's neither covered under warranty nor can be repaired. only option is to buy another one.disappointing !!! better not buy a product which has no after sales support.
","product is not at all good looking at after sales there is no service center across india for fitbit if you end up with any issues with the device then you might have to just keep it aside and buy another oneour fitbit versa 2 screen broke after 3 months of usage and we found that its neither covered under warranty nor can be repaired only option is to buy another onedisappointing  better not buy a product which has no after sales support
",product good looking sales service center across india fitbit end issues device might keep aside buy another oneour fitbit versa 2 screen broke 3 months usage found neither covered warranty repaired option buy another onedisappointing better buy product sales support,0,0,0
33,33,33,33,Ashwin,2022-02-07,Screen not working after one month,"I had bought this device in mid of Dec 2021. I had used it barely for 2 months now and the touch screenis not working. The back button is also not working at times. When I checked online, this issue seems to be happening with many people. The recommendations provided by Fitbit to resolve this issue doesn't seem to work for most of the people like me. Please do not buy this. My older Samsung band has no complaints till date except that the charge drains in less than 48 hours.Also other observations on this watch is that it does not automatically detect your walk (unlike Samsung where it detects your walk after 10mins of walk itself).
",0,1,"i had bought this device in mid of dec 2021. i had used it barely for 2 months now and the touch screenis not working. the back button is also not working at times. when i checked online, this issue seems to be happening with many people. the recommendations provided by fitbit to resolve this issue doesn't seem to work for most of the people like me. please do not buy this. my older samsung band has no complaints till date except that the charge drains in less than 48 hours.also other observations on this watch is that it does not automatically detect your walk (unlike samsung where it detects your walk after 10mins of walk itself).
","i had bought this device in mid of dec 2021 i had used it barely for 2 months now and the touch screenis not working the back button is also not working at times when i checked online this issue seems to be happening with many people the recommendations provided by fitbit to resolve this issue doesnt seem to work for most of the people like me please do not buy this my older samsung band has no complaints till date except that the charge drains in less than 48 hoursalso other observations on this watch is that it does not automatically detect your walk unlike samsung where it detects your walk after 10mins of walk itself
",bought device mid dec 2021 used barely 2 months touch screenis working back button also working times checked online issue seems happening many people recommendations provided fitbit resolve issue doesnt seem work people like please buy older samsung band complaints till date except charge drains less 48 hoursalso observations watch automatically detect walk unlike samsung detects walk 10mins walk,0,0,0
34,34,34,34,WANGMO,2021-05-21,Pathetic don't buy,"Loved this watch in the beginning but now it has started becoming irritating....takes forever to sync specially the sleep data and regarding calls and notifications it works at its own ""mood"" sometimes you will get notifications sometimes you won't get for a week .... Syncing the sleep data takes forever...you have to log out then log in again refresh million times...at this pace ots frustrating.....is it worth the price???? No....I think it onlydoes the basic work of pedometer which even a cheap watch can do.... disappointed with fitbit....it is worth 2000 and nothing more😡😡
",0,3,"loved this watch in the beginning but now it has started becoming irritating....takes forever to sync specially the sleep data and regarding calls and notifications it works at its own ""mood"" sometimes you will get notifications sometimes you won't get for a week .... syncing the sleep data takes forever...you have to log out then log in again refresh million times...at this pace ots frustrating.....is it worth the price???? no....i think it onlydoes the basic work of pedometer which even a cheap watch can do.... disappointed with fitbit....it is worth 2000 and nothing more😡😡
","loved this watch in the beginning but now it has started becoming irritatingtakes forever to sync specially the sleep data and regarding calls and notifications it works at its own mood sometimes you will get notifications sometimes you wont get for a week  syncing the sleep data takes foreveryou have to log out then log in again refresh million timesat this pace ots frustratingis it worth the price noi think it onlydoes the basic work of pedometer which even a cheap watch can do disappointed with fitbitit is worth 2000 and nothing more😡😡
",loved watch beginning started becoming irritatingtakes forever sync specially sleep data regarding calls notifications works mood sometimes get notifications sometimes wont get week syncing sleep data takes foreveryou log log refresh million timesat pace ots frustratingis worth price noi think onlydoes basic work pedometer even cheap watch disappointed fitbitit worth 2000 nothing more😡😡,0,0,0
35,35,35,35,asti,2020-09-03,loved it - especially the color,"it is a super product - bought in nov 2019. used it daily - full 24 hours. only took it off for charging - required every 4-5 days. didn't use Alexa as much on it.In July 2020, the left button stopped working - so had to register complaint. Fitbit immediately checked and told me that the watch will have to be replaced (no questions asked). But because of the current Covid situation, because all replacements happens from China - will have to wait.
",1,4,"it is a super product - bought in nov 2019. used it daily - full 24 hours. only took it off for charging - required every 4-5 days. didn't use alexa as much on it.in july 2020, the left button stopped working - so had to register complaint. fitbit immediately checked and told me that the watch will have to be replaced (no questions asked). but because of the current covid situation, because all replacements happens from china - will have to wait.
","it is a super product  bought in nov 2019 used it daily  full 24 hours only took it off for charging  required every 45 days didnt use alexa as much on itin july 2020 the left button stopped working  so had to register complaint fitbit immediately checked and told me that the watch will have to be replaced no questions asked but because of the current covid situation because all replacements happens from china  will have to wait
",super product bought nov 2019 used daily full 24 hours took charging required every 45 days didnt use alexa much itin july 2020 left button stopped working register complaint fitbit immediately checked told watch replaced questions asked current covid situation replacements happens china wait,0,0,0
36,36,36,36,Chandra,2020-06-28,Nice Product,"Pros:Product looks very professional and Nice features. Super Amoled display. Continuous heart rate monitoring.Can reply to messages by voice or using standard predefined templatesCons: You can only accept or discord the calls but cant speak even though its having build in Mic for Alexa.
",2,5,"pros:product looks very professional and nice features. super amoled display. continuous heart rate monitoring.can reply to messages by voice or using standard predefined templatescons: you can only accept or discord the calls but cant speak even though its having build in mic for alexa.
","prosproduct looks very professional and nice features super amoled display continuous heart rate monitoringcan reply to messages by voice or using standard predefined templatescons you can only accept or discord the calls but cant speak even though its having build in mic for alexa
",prosproduct looks professional nice features super amoled display continuous heart rate monitoringcan reply messages voice using standard predefined templatescons accept discord calls cant speak even though build mic alexa,0,0,0
37,37,37,37,Ajay Singh,2020-11-06,A good smartwatch,"This is my second fitbit versa purchase. The first one I had bought from an outlet abroad and the display had a problem within a year. Versa 2 is definitely an improved version, however, the battery life could have been better. A good smartwatch.
",2,5,"this is my second fitbit versa purchase. the first one i had bought from an outlet abroad and the display had a problem within a year. versa 2 is definitely an improved version, however, the battery life could have been better. a good smartwatch.
","this is my second fitbit versa purchase the first one i had bought from an outlet abroad and the display had a problem within a year versa 2 is definitely an improved version however the battery life could have been better a good smartwatch
",second fitbit versa purchase first one bought outlet abroad display problem within year versa 2 definitely improved version however battery life could better good smartwatch,0,0,0
38,38,38,38,Dr.Nilesh Rathod,2021-05-24,Stopped working after swimming,"I went to swim 🏊‍♂️ in swimming pool and my fitbit watch was in my hand ..As this watch is waterproof so i wasn't worried about getting it wet and stop functioning ...so i dive in water wearing my watch and start swimming (and set watch in swimming mode)..after i finished swimming what i saw that my watch  stopped working after 1 hours..It is completly blank nowSo I request you to please help me with this matter.The watch is under warranty.Hopefully you respond soon.
",0,1,"i went to swim 🏊‍♂️ in swimming pool and my fitbit watch was in my hand ..as this watch is waterproof so i wasn't worried about getting it wet and stop functioning ...so i dive in water wearing my watch and start swimming (and set watch in swimming mode)..after i finished swimming what i saw that my watch  stopped working after 1 hours..it is completly blank nowso i request you to please help me with this matter.the watch is under warranty.hopefully you respond soon.
","i went to swim 🏊‍♂️ in swimming pool and my fitbit watch was in my hand as this watch is waterproof so i wasnt worried about getting it wet and stop functioning so i dive in water wearing my watch and start swimming and set watch in swimming modeafter i finished swimming what i saw that my watch  stopped working after 1 hoursit is completly blank nowso i request you to please help me with this matterthe watch is under warrantyhopefully you respond soon
",went swim 🏊‍♂️ swimming pool fitbit watch hand watch waterproof wasnt worried getting wet stop functioning dive water wearing watch start swimming set watch swimming modeafter finished swimming saw watch stopped working 1 hoursit completly blank nowso request please help matterthe watch warrantyhopefully respond soon,0,0,0
39,39,39,39,Vijay Peddada,2020-01-30,Awesome delivery & product quality,"Amazon Delivery: Awesome quick and no damage delivery from Amazon. A big kudos to Amazon.Product Quality: Awesome product quality at an affordable price. A big kudos to fitbit as well.
",4,5,"amazon delivery: awesome quick and no damage delivery from amazon. a big kudos to amazon.product quality: awesome product quality at an affordable price. a big kudos to fitbit as well.
","amazon delivery awesome quick and no damage delivery from amazon a big kudos to amazonproduct quality awesome product quality at an affordable price a big kudos to fitbit as well
",amazon delivery awesome quick damage delivery amazon big kudos amazonproduct quality awesome product quality affordable price big kudos fitbit well,1,1,1
40,40,40,40,Sooraj Patil,2020-01-29,Good fitness watch with display needs improvement,"Fitbit versa 2 is good option for Android users, Amazon did a great job packing and delivery was good. Fitbit versa 2 compared Apple watch has a small display, big bazels...they could have increased display size.. battery back up is 5 days on normal use..it's more of fitness watch rather than smart watch. it does have some smartness features, u can read msgs...see who is calling..they could have given gps. Connecting windows desktop was tough task to transfer music..it takes multiple attempt s.. overall good fitness watch, small display, good battery life
",1,5,"fitbit versa 2 is good option for android users, amazon did a great job packing and delivery was good. fitbit versa 2 compared apple watch has a small display, big bazels...they could have increased display size.. battery back up is 5 days on normal use..it's more of fitness watch rather than smart watch. it does have some smartness features, u can read msgs...see who is calling..they could have given gps. connecting windows desktop was tough task to transfer music..it takes multiple attempt s.. overall good fitness watch, small display, good battery life
","fitbit versa 2 is good option for android users amazon did a great job packing and delivery was good fitbit versa 2 compared apple watch has a small display big bazelsthey could have increased display size battery back up is 5 days on normal useits more of fitness watch rather than smart watch it does have some smartness features u can read msgssee who is callingthey could have given gps connecting windows desktop was tough task to transfer musicit takes multiple attempt s overall good fitness watch small display good battery life
",fitbit versa 2 good option android users amazon great job packing delivery good fitbit versa 2 compared apple watch small display big bazelsthey could increased display size battery back 5 days normal useits fitness watch rather smart watch smartness features u read msgssee callingthey could given gps connecting windows desktop tough task transfer musicit takes multiple attempt overall good fitness watch small display good battery life,1,0,1
41,41,41,41,Saranya Periasamy,2021-08-04,FIND A WAY 2 DUSTBIN AFTER 1 YEAR LIMITED WARRANTY- NO SERVICE OFFERED BY FITBIT,"I'm writing this review, after a year of Fitbit's versa 2 usage.Fitbit doesn't cover your watch after 1-year limited warranty, they don't have service centers to get ur watch fixed if any issues after 1 year of warranty.My watch, heart sensor stopped working after a year, now this Fitbit device is totally worthless.WITHOUT HEART SENSOR - IMPACT FUNCTIONALITIES- SLEEP TRACKER- EXERCISE TRACKER- ACTIVITY TRACKER- ZONE MINLiterally, all your key functionalities are gone, you can use this device only for steps calculator which can be done with mobile app like pacer :PThis is totally unacceptable for any customers, if your device is worthless after ur warranty coverage.
",1,1,"i'm writing this review, after a year of fitbit's versa 2 usage.fitbit doesn't cover your watch after 1-year limited warranty, they don't have service centers to get ur watch fixed if any issues after 1 year of warranty.my watch, heart sensor stopped working after a year, now this fitbit device is totally worthless.without heart sensor - impact functionalities- sleep tracker- exercise tracker- activity tracker- zone minliterally, all your key functionalities are gone, you can use this device only for steps calculator which can be done with mobile app like pacer :pthis is totally unacceptable for any customers, if your device is worthless after ur warranty coverage.
","im writing this review after a year of fitbits versa 2 usagefitbit doesnt cover your watch after 1year limited warranty they dont have service centers to get ur watch fixed if any issues after 1 year of warrantymy watch heart sensor stopped working after a year now this fitbit device is totally worthlesswithout heart sensor  impact functionalities sleep tracker exercise tracker activity tracker zone minliterally all your key functionalities are gone you can use this device only for steps calculator which can be done with mobile app like pacer pthis is totally unacceptable for any customers if your device is worthless after ur warranty coverage
",im writing review year fitbits versa 2 usagefitbit doesnt cover watch 1year limited warranty dont service centers get ur watch fixed issues 1 year warrantymy watch heart sensor stopped working year fitbit device totally worthlesswithout heart sensor impact functionalities sleep tracker exercise tracker activity tracker zone minliterally key functionalities gone use device steps calculator done mobile app like pacer pthis totally unacceptable customers device worthless ur warranty coverage,0,0,0
42,42,42,42,tenzin gyaltsen,2020-01-29,Problem with App,"Looks were good and also battery is also good but when I was using this my experience was little tuff.. I bought this because of it's notification n all but apps from phone always went something wrong which is very much disappointed... I didn't receive any call notification and also message notification so plz guys do something for app department
",1,4,"looks were good and also battery is also good but when i was using this my experience was little tuff.. i bought this because of it's notification n all but apps from phone always went something wrong which is very much disappointed... i didn't receive any call notification and also message notification so plz guys do something for app department
","looks were good and also battery is also good but when i was using this my experience was little tuff i bought this because of its notification n all but apps from phone always went something wrong which is very much disappointed i didnt receive any call notification and also message notification so plz guys do something for app department
",looks good also battery also good using experience little tuff bought notification n apps phone always went something wrong much disappointed didnt receive call notification also message notification plz guys something app department,0,0,0
43,43,43,43,ST,2020-03-08,Excellent purchase.,"Very happy with my Versa 2. Sleep analysis, heart rate monitoring is exceptionally good. Also the oxygen VO2 variation at night time analysis which part of premium service is useful. Step accuracy is quite good but at times the travel in very high traffic can mislead the device thinking that you are walking.
",2,4,"very happy with my versa 2. sleep analysis, heart rate monitoring is exceptionally good. also the oxygen vo2 variation at night time analysis which part of premium service is useful. step accuracy is quite good but at times the travel in very high traffic can mislead the device thinking that you are walking.
","very happy with my versa 2 sleep analysis heart rate monitoring is exceptionally good also the oxygen vo2 variation at night time analysis which part of premium service is useful step accuracy is quite good but at times the travel in very high traffic can mislead the device thinking that you are walking
",happy versa 2 sleep analysis heart rate monitoring exceptionally good also oxygen vo2 variation night time analysis part premium service useful step accuracy quite good times travel high traffic mislead device thinking walking,1,0,1
44,44,44,44,sathishsms,2021-11-21,"Lacks usability, Not to the expectations","Alexa do u really work ? does the microphone make a bloat ware in this device.Looks Good with a square dail, Battery comes for 5 days  which is only great !GPS signal gets OFF during RUN workout, mainly due 1+ android app syncing issues with watchAPP needs internet to load/upload data, Usability is no where close to expectations, notification doesn't sync everytime, fitbit app store is also weak,Lets wait for fitbit to launch a device with wearOS. Will there be any contender to reverse engineer iwatch and make one for android phone users ?
",1,1,"alexa do u really work ? does the microphone make a bloat ware in this device.looks good with a square dail, battery comes for 5 days  which is only great !gps signal gets off during run workout, mainly due 1+ android app syncing issues with watchapp needs internet to load/upload data, usability is no where close to expectations, notification doesn't sync everytime, fitbit app store is also weak,lets wait for fitbit to launch a device with wearos. will there be any contender to reverse engineer iwatch and make one for android phone users ?
","alexa do u really work  does the microphone make a bloat ware in this devicelooks good with a square dail battery comes for 5 days  which is only great gps signal gets off during run workout mainly due 1 android app syncing issues with watchapp needs internet to loadupload data usability is no where close to expectations notification doesnt sync everytime fitbit app store is also weaklets wait for fitbit to launch a device with wearos will there be any contender to reverse engineer iwatch and make one for android phone users 
",alexa u really work microphone make bloat ware devicelooks good square dail battery comes 5 days great gps signal gets run workout mainly due 1 android app syncing issues watchapp needs internet loadupload data usability close expectations notification doesnt sync everytime fitbit app store also weaklets wait fitbit launch device wearos contender reverse engineer iwatch make one android phone users,0,0,0
45,45,45,45,kalpesh patel,2020-02-11,Great watch!,"PROS:Quality body and strapGood looks and comfortGood amoled screenSize is rightPedometer, heart rate,menustral cycleRelax (breathing) appWatchfaces and appsGood interfaceGood battery lifeAlexaCONS:Connectivity unreliableApp is clunky (PC and android)Notifications from android do not workVibrations cannot be disabled
",0,4,"pros:quality body and strapgood looks and comfortgood amoled screensize is rightpedometer, heart rate,menustral cyclerelax (breathing) appwatchfaces and appsgood interfacegood battery lifealexacons:connectivity unreliableapp is clunky (pc and android)notifications from android do not workvibrations cannot be disabled
","prosquality body and strapgood looks and comfortgood amoled screensize is rightpedometer heart ratemenustral cyclerelax breathing appwatchfaces and appsgood interfacegood battery lifealexaconsconnectivity unreliableapp is clunky pc and androidnotifications from android do not workvibrations cannot be disabled
",prosquality body strapgood looks comfortgood amoled screensize rightpedometer heart ratemenustral cyclerelax breathing appwatchfaces appsgood interfacegood battery lifealexaconsconnectivity unreliableapp clunky pc androidnotifications android workvibrations cannot disabled,0,0,0
46,46,46,46,Siva,2019-11-15,Not accuracy,"Worst product, Not accuracy. While I'm traveling on my car, automatically calculating the steps.
",8,1,"worst product, not accuracy. while i'm traveling on my car, automatically calculating the steps.
","worst product not accuracy while im traveling on my car automatically calculating the steps
",worst product accuracy im traveling car automatically calculating steps,0,0,0
47,47,47,47,Sandeep J.,2021-01-15,Enjoying it. Depends on the price you pay,"Bought the first one for 21k and second for 14k. For 14k, I think I am a little ok with the following bugs: The steps get counted if you move your hand without actually walking, or when you're driving too. However, I'm not sure if this issue is a general one or with particular clock faces. I found a different clock face has more accuracy.Battery life would depend on which and how many apps you sync with the Fitbit, but generally it's good. For high use, it lasts a day, for medium it lasts 2 days.Sometimes when you answer call on the watch, the phone doesn't not connect or takes a second or so to connect/get accepted on the phone.
",0,4,"bought the first one for 21k and second for 14k. for 14k, i think i am a little ok with the following bugs: the steps get counted if you move your hand without actually walking, or when you're driving too. however, i'm not sure if this issue is a general one or with particular clock faces. i found a different clock face has more accuracy.battery life would depend on which and how many apps you sync with the fitbit, but generally it's good. for high use, it lasts a day, for medium it lasts 2 days.sometimes when you answer call on the watch, the phone doesn't not connect or takes a second or so to connect/get accepted on the phone.
","bought the first one for 21k and second for 14k for 14k i think i am a little ok with the following bugs the steps get counted if you move your hand without actually walking or when youre driving too however im not sure if this issue is a general one or with particular clock faces i found a different clock face has more accuracybattery life would depend on which and how many apps you sync with the fitbit but generally its good for high use it lasts a day for medium it lasts 2 dayssometimes when you answer call on the watch the phone doesnt not connect or takes a second or so to connectget accepted on the phone
",bought first one 21k second 14k 14k think little ok following bugs steps get counted move hand without actually walking youre driving however im sure issue general one particular clock faces found different clock face accuracybattery life would depend many apps sync fitbit generally good high use lasts day medium lasts 2 dayssometimes answer call watch phone doesnt connect takes second connectget accepted phone,0,0,0
48,48,48,48,Reviewer ,2020-06-22,Series 3 vs Fitbit versa 2,"Fitbit is a good competitor to Apple watches with almost same features.....In my option fitbit offers you limited apps comparing iwatchTrust me I used series 3 before . Fitbit versa 2 has apps that’s enough for our daily useLike Spotify, uber , Starbucks
",3,5,"fitbit is a good competitor to apple watches with almost same features.....in my option fitbit offers you limited apps comparing iwatchtrust me i used series 3 before . fitbit versa 2 has apps that’s enough for our daily uselike spotify, uber , starbucks
","fitbit is a good competitor to apple watches with almost same featuresin my option fitbit offers you limited apps comparing iwatchtrust me i used series 3 before  fitbit versa 2 has apps that’s enough for our daily uselike spotify uber  starbucks
",fitbit good competitor apple watches almost featuresin option fitbit offers limited apps comparing iwatchtrust used series 3 fitbit versa 2 apps that’s enough daily uselike spotify uber starbucks,0,0,0
49,49,49,49,Udhav,2021-10-07,Dont buy,"The watch on second day after bought only stopped syncing with the phone. Every time have reuninstall the app. When raised the complainant from past 5 -6 months they are telling they are fixing the issue but still nothing is been done.Waste of money that i got it. Except syncing its good but then what is the use of smart watch instead could bought have fitness band which would show same thing. Think twice before taking this fitbit product
",1,1,"the watch on second day after bought only stopped syncing with the phone. every time have reuninstall the app. when raised the complainant from past 5 -6 months they are telling they are fixing the issue but still nothing is been done.waste of money that i got it. except syncing its good but then what is the use of smart watch instead could bought have fitness band which would show same thing. think twice before taking this fitbit product
","the watch on second day after bought only stopped syncing with the phone every time have reuninstall the app when raised the complainant from past 5 6 months they are telling they are fixing the issue but still nothing is been donewaste of money that i got it except syncing its good but then what is the use of smart watch instead could bought have fitness band which would show same thing think twice before taking this fitbit product
",watch second day bought stopped syncing phone every time reuninstall app raised complainant past 5 6 months telling fixing issue still nothing donewaste money got except syncing good use smart watch instead could bought fitness band would show thing think twice taking fitbit product,0,0,0
50,50,50,50,Rahul Raj,2020-02-21,Average performer,"The look of the watch is stunning and awesome battery performance. But when it comes to accuracy we shouldn't consider it at all.... The heart rate monitor is incorrect and doesn't even meet our expectations in terms of accuracy.. the issuance is a bit tough for ordinary people and elderly ones. Overal I would give a the star out of 5..
",1,3,"the look of the watch is stunning and awesome battery performance. but when it comes to accuracy we shouldn't consider it at all.... the heart rate monitor is incorrect and doesn't even meet our expectations in terms of accuracy.. the issuance is a bit tough for ordinary people and elderly ones. overal i would give a the star out of 5..
","the look of the watch is stunning and awesome battery performance but when it comes to accuracy we shouldnt consider it at all the heart rate monitor is incorrect and doesnt even meet our expectations in terms of accuracy the issuance is a bit tough for ordinary people and elderly ones overal i would give a the star out of 5
",look watch stunning awesome battery performance comes accuracy shouldnt consider heart rate monitor incorrect doesnt even meet expectations terms accuracy issuance bit tough ordinary people elderly ones overal would give star 5,0,1,0
51,51,51,51,sarvesh singh,2020-05-13,worst smart gadget that i have ever purchased from amazon.,"I am highly dissatisfied by this smartwatch as its footsteps reading and heartbeat reading often shows wrong.I purchased it with EMI OPTION through SBI PRIME CREDIT CARD by converting total payment into 9 months EMI and paid some advance payment for the lesser EMIs. but all goes wrong as I am paying more than double EMI and without any deduction in principle amount.I PROMISE  this was the last product that I purchased on EMIs .feeling very regretful.....
",1,2,"i am highly dissatisfied by this smartwatch as its footsteps reading and heartbeat reading often shows wrong.i purchased it with emi option through sbi prime credit card by converting total payment into 9 months emi and paid some advance payment for the lesser emis. but all goes wrong as i am paying more than double emi and without any deduction in principle amount.i promise  this was the last product that i purchased on emis .feeling very regretful.....
","i am highly dissatisfied by this smartwatch as its footsteps reading and heartbeat reading often shows wrongi purchased it with emi option through sbi prime credit card by converting total payment into 9 months emi and paid some advance payment for the lesser emis but all goes wrong as i am paying more than double emi and without any deduction in principle amounti promise  this was the last product that i purchased on emis feeling very regretful
",highly dissatisfied smartwatch footsteps reading heartbeat reading often shows wrongi purchased emi option sbi prime credit card converting total payment 9 months emi paid advance payment lesser emis goes wrong paying double emi without deduction principle amounti promise last product purchased emis feeling regretful,0,0,0
52,52,52,52,Charitha Reddy,2021-02-17,Not worth the money,"The tracker is not at accurate. It count steps even when we're moving on a vehicle. Assisted gps is a waste. Because, I personally need a smart watch when I go for a walk/run I cannot carry a mobile. And without mobile the gps won't work on your watch.Battery was there for 4 daysSyncing music is a waste. You can use a Bluetooth earphones connected your mobile from which you can control the songs. There is no special use of music in fitbit.If you do not care about the accuracy of the tracker and just need a smart watch for showing off, you can go for noise/boat/oppo/one plus smart watches. They are visually appealing, have even more features and cost you around 3-5k.
",0,2,"the tracker is not at accurate. it count steps even when we're moving on a vehicle. assisted gps is a waste. because, i personally need a smart watch when i go for a walk/run i cannot carry a mobile. and without mobile the gps won't work on your watch.battery was there for 4 dayssyncing music is a waste. you can use a bluetooth earphones connected your mobile from which you can control the songs. there is no special use of music in fitbit.if you do not care about the accuracy of the tracker and just need a smart watch for showing off, you can go for noise/boat/oppo/one plus smart watches. they are visually appealing, have even more features and cost you around 3-5k.
","the tracker is not at accurate it count steps even when were moving on a vehicle assisted gps is a waste because i personally need a smart watch when i go for a walkrun i cannot carry a mobile and without mobile the gps wont work on your watchbattery was there for 4 dayssyncing music is a waste you can use a bluetooth earphones connected your mobile from which you can control the songs there is no special use of music in fitbitif you do not care about the accuracy of the tracker and just need a smart watch for showing off you can go for noiseboatoppoone plus smart watches they are visually appealing have even more features and cost you around 35k
",tracker accurate count steps even moving vehicle assisted gps waste personally need smart watch go walkrun cannot carry mobile without mobile gps wont work watchbattery 4 dayssyncing music waste use bluetooth earphones connected mobile control songs special use music fitbitif care accuracy tracker need smart watch showing go noiseboatoppoone plus smart watches visually appealing even features cost around 35k,0,0,0
53,53,53,53,manish,2020-03-05,Not accurate.. Very bad product,"It's waste product.. Don't buy.. It counts driving distance as walking and count steps.Disconnect regulary.. Not consistent with displaying incoming call or msgs.Behaves like roadside cheap gadget.Doesn't worth 14000 rupeees.. 1-3 k bands perform better
",2,1,"it's waste product.. don't buy.. it counts driving distance as walking and count steps.disconnect regulary.. not consistent with displaying incoming call or msgs.behaves like roadside cheap gadget.doesn't worth 14000 rupeees.. 1-3 k bands perform better
","its waste product dont buy it counts driving distance as walking and count stepsdisconnect regulary not consistent with displaying incoming call or msgsbehaves like roadside cheap gadgetdoesnt worth 14000 rupeees 13 k bands perform better
",waste product dont buy counts driving distance walking count stepsdisconnect regulary consistent displaying incoming call msgsbehaves like roadside cheap gadgetdoesnt worth 14000 rupeees 13 k bands perform better,0,0,0
